OTU,Domain,Phylum,Class,Order,Family,Genus,Species
KY173392.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Camptomeriphila,s__Camptomeriphila_leucaenae
FJ493192.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Readeriella,s__Readeriella_mirabilis
KX019807.1,k__Eukaryota,p__Chytridiomycota,c__Opisthokonta,o__Spizellomycetales,f__Spizellomycetaceae,g__Triparticalcar,s__Triparticalcar_equi
AY558638.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__Phellinus_populicola
MH427960.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Perenniporia,s__Perenniporia_yinggelingensis
KU598873.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Meruliaceae,g__Luteoporia,s__Luteoporia_albomarginata
KC122872.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Hypocreaceae,g__Hypomyces,s__Hypomyces_cervinigenus
MH320736.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Crepidotaceae,g__Crepidotus,s__Crepidotus_dentatus
MH136830.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_alphitophora
KT222388.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Amphosoma,s__Amphosoma_resinicola
KF545337.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Lambertella,s__Lambertella_hicoriae
LC370444.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clitocybaceae,g__Lepista,s__Lepista_nuda
KY173460.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Botryosphaeriales,f__Saccharataceae,g__Saccharata,s__Saccharata_petrophilicola
MF951392.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Mycosphaerella,s__Mycosphaerella_ribis
MG734734.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_mammifera
KC154096.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactifluus,s__Lactifluus_ambicystidiatus
MW843513.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Mollisiaceae,g__Mollisia,s__Mollisia_scopiformis
AF222840.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Pseudocercospora,s__Pseudocercospora_eriodendri
HQ880800.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Cordycipitaceae,g__Beauveria,s__Beauveria_varroae
JX109857.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Nigroporus,s__Nigroporus_vinosus
KJ461904.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,s__Lyophyllum_moncalvoanum
DQ008956.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__Ustilago_shanxiensis
KP137510.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_nucicolor
OM423811.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Crossopsoraceae,g__Neophysopella,s__Neophysopella_vitis
AF072238.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Vulpicida,s__Vulpicida_canadensis
DQ923525.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Asterinales,f__Asterinaceae,g__Thyrinula,s__Thyrinula_parasitica
KF689648.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Magnaporthales,f__Magnaporthaceae,g__Pseudophialophora,s__Pseudophialophora_eragrostis
EU267188.1,k__Eukaryota,p__Zoopagomycota,c__Opisthokonta,o__Entomophthorales,f__Entomophthoraceae,g__Pandora,s__Pandora_neoaphidis
KJ680978.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clitocybaceae,g__Clitocybe,s__Clitocybe_rivulosa
JN942671.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Ustilaginales,f__Ustilaginaceae,g__Moesziomyces,s__Moesziomyces_parantarcticus
KP174866.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Trichomeriaceae,g__Bradymyces,s__Bradymyces_yunnanensis
KX287275.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Acrodontium,s__Acrodontium_pigmentosum
KX887289.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Myriangiales,f__Elsinoaceae,g__Elsinoe,s__Elsinoe_sicula
KY174995.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__Steccherinum_polycystidiferum
AJ585437.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Galerina,s__Galerina_clavata
MK493150.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,s__Hyalorbilia_helicospora
KC773838.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_malachiteum
HQ446342.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Savoryellales,f__Savoryellaceae,g__Ascotaiwania,s__Ascotaiwania_lignicola
MF951293.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Australosphaerella,s__Australosphaerella_nootherensis
MH885351.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Butyriboletus,s__Butyriboletus_huangnianlaii
MF951329.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Neocercosporidium,s__Neocercosporidium_smilacis
FJ596859.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_squarrosoides
MW710029.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Filobasidiales,f__Piskurozymaceae,g__Solicoccozyma,s__Solicoccozyma_terrea
OM030275.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Gymnopus,s__Gymnopus_tiliicola
MK956806.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_brasilianum
GQ981505.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Gomphales,f__Gomphaceae,g__Kavinia,s__Kavinia_alboviridis
JN572905.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__Lycoperdon_muscorum
MK045663.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__Psathyrella_panaeoloides
MH984919.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_albidoarmeniacus
OM522304.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_subcapitatum
KR811090.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Holocotylon,s__Holocotylon_brandegeeanum
JN572902.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,s__Lycoperdon_rupicola
MH011928.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Alessioporus,s__Alessioporus_ichnusanus
KY655336.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Irpicaceae,g__Trametopsis,s__Trametopsis_aborigena
MW554306.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Bovista,s__Bovista_aff._promontorii
MW464403.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Russulaceae,g__Lactarius,s__Lactarius_cf._areolatus
EU833649.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Arachnion,s__Arachnion_album
MW934571.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_coracis
HQ882194.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Butyriboletus,s__Butyriboletus_appendiculatus
KJ605662.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Caloboletus,s__Caloboletus_radicans
KU926965.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Steccherinaceae,g__Metuloidea,s__Metuloidea_rhinocephala
JX065175.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__Auricularia_scissa
MW775259.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_duplocoloratum
KJ676521.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Sclerodermataceae,g__Scleroderma,s__Scleroderma_albidum
HQ877877.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Pilobolaceae,g__Pilobolus,s__Pilobolus_pullus
KY272125.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Rubroboletus,s__Rubroboletus_esculentus
MN130961.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Glomerales,f__Glomeraceae,g__Rhizoglomus,s__Rhizoglomus_silesianum
GU565177.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Psilocybe,s__Psilocybe_serbica
MZ611658.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Entolomataceae,g__Entoloma,s__Entoloma_caeruleomarginatum
AY755334.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Rutstroemiaceae,g__Lanzia,s__Lanzia_allantospora
MW581491.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Mycenaceae,g__Mycena,s__Mycena_yuezhuoi
LC043078.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Binderoboletus,s__Binderoboletus_segoi
DQ112622.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Lycoperdaceae,g__Bovista,s__Bovista_furfuracea
EU682189.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Caliciales,f__Physciaceae,g__Physcia,s__Physcia_subalbinea
MN562120.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeria,s__Teratosphaeria_corymbiicola
MT348565.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_rhizophila
MH855208.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_corticola
AY632657.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__unidentified,g__Emericellopsis,s__Emericellopsis_glabra
MK069419.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,s__Sarocladium_dejongiae
MK617882.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_hingganensis
KJ187769.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Rickenellaceae,g__Rickenella,s__Rickenella_indica
KC343065.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,s__Diaporthe_endophytica
KF730809.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Microascales,f__Halosphaeriaceae,g__Clavatospora,s__Clavatospora_longibrachiata
KY523479.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Sydowiellaceae,g__Ranulospora,s__Ranulospora_alnii
JN649354.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Podoscyphaceae,g__Podoscypha,s__Podoscypha_bolleana
KU685749.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Hydnangiaceae,g__Laccaria,s__Laccaria_trullisata
DQ450000.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Gymnopus,s__Gymnopus_alkalivirens
JF740203.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Leptosphaeriaceae,g__Heterospora,s__Heterospora_dimorphospora
KJ710468.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Helicogoniaceae,g__Eleutheromyces,s__Eleutheromyces_subulatus
MG012702.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__Cladophialophora_tengchongensis
KP242152.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Boletales,f__Boletaceae,g__Austroboletus,s__Austroboletus_asper
MZ398014.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_pusilla
DQ991348.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tubariaceae,g__Tubaria,s__Tubaria_punicea
JQ716931.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Hericiaceae,g__Dentipellis,s__Dentipellis_fragilis
KM507324.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Polyporaceae,g__Ganoderma,s__Ganoderma_austroafricanum
KX065947.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Polyporales,f__Laetiporaceae,g__Laetiporus,s__Laetiporus_caribensis
MT436333.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_lanipes
DQ019362.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Septoria,s__Septoria_albopunctata
KJ859133.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_sandianus
KT205400.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Omphalotaceae,g__Rhodocollybia,s__Rhodocollybia_olivaceogrisea
HQ222017.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Pholiota,s__Pholiota_abieticola
MT537116.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Radulomycetaceae,g__Aphanobasidium,s__Aphanobasidium_gaspesicum
MH862040.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__unidentified,g__Baltazaria,s__Baltazaria_neogalactina
HQ599581.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Hamatocanthoscyphaceae,g__Xenopolyscytalum,s__Xenopolyscytalum_pinea
AB540572.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__unidentified,g__Stanjemonium,s__Stanjemonium_dichromosporum
AY955835.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Coleosporiaceae,g__Cronartium,s__Cronartium_coleosporioides
KX017205.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Strophariaceae,g__Galerina,s__Galerina_physospora
LN810858.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Acarosporales,f__Acarosporaceae,g__Sarcogyne,s__Sarcogyne_hypophaeoides
AF454417.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Russulales,f__Auriscalpiaceae,g__Artomyces,s__Artomyces_novae-zelandiae
MZ144123.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_blandula
MN562117.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Glomerellales,f__Plectosphaerellaceae,g__Lectera,s__Lectera_philenopterae
MG838176.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Toniniopsis,s__Toniniopsis_subincompta
KT951358.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_dilutibrunneus
LC425050.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Arachnopezizaceae,g__Arachnopeziza,s__Arachnopeziza_aurelia
MW827620.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Nectriaceae,g__Macroconia,s__Macroconia_phlogioides
JQ279547.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaete,s__Hymenochaete_minuscula
EF029197.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Helotiaceae,g__Helicodendron,s__Helicodendron_websteri
MT275634.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Calonarius,s__Calonarius_lentus
LC461491.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Hypocreales,f__Sarocladiaceae,g__Sarocladium,s__Sarocladium_spirale
KJ859091.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_julius
MT436327.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_ciferrianus
KY090636.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeriopsis,s__Phaeosphaeriopsis_obtusispora
KX227755.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_fluviae
KT951409.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Agaricaceae,g__Agaricus,s__Agaricus_suthepensis
MN784988.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Melanconidaceae,g__Melanconis,s__Melanconis_stilbostoma
KT982693.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Pucciniales,f__Pucciniaceae,g__Puccinia,s__Puccinia_recondita
MG321361.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pseudoclitocybaceae,g__Harmajaea,s__Harmajaea_guldeniae
KX640697.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__Saitozyma_podzolica
AY916451.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Tubeufiales,f__Tubeufiaceae,g__Helicoma,s__Helicoma_ambiens
MH152338.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Hymenochaetales,f__Hymenochaetaceae,g__Porodaedalea,s__Porodaedalea_microsperma
MH859139.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Phacidium,s__Phacidium_lauri
JQ009374.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_esculenta
KF923769.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Allocetraria,s__Allocetraria_flavonigrescens
LN809072.1,k__Eukaryota,p__Zoopagomycota,c__Opisthokonta,o__Entomophthorales,f__Ancylistaceae,g__Conidiobolus,s__Conidiobolus_coronatus
KJ778641.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricostilbales,f__Chionosphaeraceae,g__Chionosphaera,s__Chionosphaera_cuniculicola
KY486013.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Saccharomycetales,f__Trichomonascaceae,g__Sugiyamaella,s__Sugiyamaella_smithiae
MF948391.1,k__Eukaryota,p__Ascomycota,c__saccharomyceta,o__Orbiliales,f__Orbiliaceae,g__Arthrobotrys,s__Arthrobotrys_pyriformis
KU355326.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Pleurotaceae,g__Hohenbuehelia,s__Hohenbuehelia_fluxilis
MF951401.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,s__Zasmidium_gupoyu
EU254797.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Gnomoniaceae,g__Gnomonia,s__Gnomonia_skokomishica
AF492124.1,k__Eukaryota,p__Ascomycota,c__Opisthokonta,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_vestergrenii
MW081383.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Didymosphaeriaceae,g__Montagnula,s__Montagnula_opulenta
EU940165.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Helotiaceae,g__Cyathicula,s__Cyathicula_microspora
KY026911.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Bryoria,s__Bryoria_glabra
LC203431.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Phaeotremellaceae,g__Phaeotremella,s__Phaeotremella_translucens
FJ904482.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Herpotrichia,s__Herpotrichia_juniperi
MT196971.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_americana
MN547352.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Japewia,s__Japewia_aliphatica
KX371855.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__unidentified,g__Microglossum,s__Microglossum_rufescens
MN811272.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Ramalina,s__Ramalina_fastigiata
EU266667.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Cortinariaceae,g__Cortinarius,s__Cortinarius_cicindela
LN890274.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Acarosporales,f__Acarosporaceae,g__Acarospora,s__Acarospora_insignis
EU255891.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Austroafricana,s__Austroafricana_parva
MW193852.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Tricholomataceae,g__Dermoloma,s__Dermoloma_phaeopodium
AM882821.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_impexa
HQ643773.2,k__Eukaryota,p__Oomycota,c__Stramenopiles,o__Pythiales,f__Pythiaceae,g__Elongisporangium,s__Elongisporangium_senticosum
KY231233.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Melanommataceae,g__Petrakia,s__Petrakia_deviata
HM161475.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Umbilicariales,f__Umbilicariaceae,g__Umbilicaria,s__Umbilicaria_haplocarpa
MK812546.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Ramalinaceae,g__Japewia,s__Japewia_tornoensis
MT110304.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Coronophorales,f__Ceratostomataceae,g__Gonatobotrys,s__Gonatobotrys_simplex
KM108370.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Phacidiales,f__Phacidiaceae,g__Darkera,s__Darkera_picea
MH933624.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Diaporthales,f__Valsaceae,g__Cytospora,s__Cytospora_celtidicola
MK216510.1,k__Eukaryota,p__Ascomycota,c__leotiomyceta,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__Verrucaria_kalenskyi
KF251633.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Sphaerulina,s__Sphaerulina_socia
MW031911.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Mucorales,f__Rhizopodaceae,g__Rhizopus,s__Rhizopus_homothallicus
LC194192.1,k__Eukaryota,p__Ascomycota,c__dothideomyceta,o__Pleosporales,f__Phaeosphaeriaceae,g__Mycodidymella,s__Mycodidymella_aesculi
HQ402709.1,k__Eukaryota,p__Ascomycota,c__OSLEUM clade,o__Lecanorales,f__Parmeliaceae,g__Bryoria,s__Bryoria_trichodes
AF141188.1,k__Eukaryota,p__Ascomycota,c__sordariomyceta,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_pruinosa
KM591585.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Violaceomycetales,f__Violaceomycetaceae,g__Violaceomyces,s__Violaceomyces_palustris
JX514118.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Clitocybaceae,g__Singerocybe,s__Singerocybe_clitocyboides
KJ564159.1,k__Eukaryota,p__Mucoromycota,c__Opisthokonta,o__Glomerales,f__Glomeraceae,g__Dominikia,s__Dominikia_achra
AM882815.2,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_helobia
MT319429.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Corticiales,f__Corticiaceae,g__Lyomyces,s__Lyomyces_leptocystidiatus
JN564591.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Rhynchogastremaceae,g__Rhynchogastrema,s__Rhynchogastrema_nanyangensis
AJ608647.1,k__Eukaryota,p__Basidiomycota,c__Opisthokonta,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,s__Kockovaella_prillingeri
